3777,6.00535192025e-10,439.147905321,1.07875462188e-19,260.446354558,530008.4211,81.05,1235,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,3.25150772489e-09,1
3840,6.10552061789e-10,438.490281905,1.07875462188e-19,260.446354558,530025.537514,81.45,1269,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,3.25150772489e-09,1
3697,5.87815357405e-10,430.791410014,1.07875462188e-19,260.446354558,528645.268112,79.85,1283,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,3.25150772489e-09,1
3682,5.85430388413e-10,448.788283075,1.07875462188e-19,260.446354558,529203.028105,79.45,1269,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,3.25150772489e-09,1
3832,6.09280078327e-10,451.1593681,1.07875462188e-19,260.446354558,529489.309549,77.15,1217,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,3.25150772489e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
3969,8.39849003854e-10,443.924475976,1.07875462188e-19,260.446354558,220916.90904,72.45,1251,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,4.32726433077e-09,1
3959,8.37732982176e-10,463.751309194,1.07875462188e-19,260.446354558,221028.17303,75.3,1324,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,4.32726433077e-09,1
4090,8.65452866153e-10,454.364861142,1.07875462188e-19,260.446354558,220398.20743,70.45,1233,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,4.32726433077e-09,1
3988,8.43869445041e-10,463.327542818,1.07875462188e-19,260.446354558,220847.558817,75.95,1331,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,4.32726433077e-09,1
3985,8.43234638538e-10,444.639600348,1.07875462188e-19,260.446354558,220209.459991,74.8,1290,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,4.32726433077e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
3900,9.60316787239e-10,457.03683982,1.07875462188e-19,260.446354558,139143.612317,78.75,1439,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,5.03550725616e-09,1
3903,9.6105549246e-10,455.08352751,1.07875462188e-19,260.446354558,139034.80023,78.5,1454,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,5.03550725616e-09,1
4015,9.88633820709e-10,457.712736539,1.07875462188e-19,260.446354558,138750.6931,74.55,1365,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,5.03550725616e-09,1
3704,9.12054712803e-10,454.187141816,1.07875462188e-19,260.446354558,139396.072482,85.8,1598,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,5.03550725616e-09,1
4032,9.92819816961e-10,466.442105684,1.07875462188e-19,260.446354558,139059.190451,73.45,1281,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,5.03550725616e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
3887,1.06181646667e-09,471.257960889,1.07875462188e-19,260.446354558,101347.491994,78.95,1463,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,5.58635110456e-09,1
4128,1.12765072663e-09,448.889091832,1.07875462188e-19,260.446354558,101374.874995,68.9,1264,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,5.58635110456e-09,1
4033,1.10169946233e-09,431.843104355,1.07875462188e-19,260.446354558,101467.203296,70.45,1273,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,5.58635110456e-09,1
3958,1.0812116221e-09,447.975501503,1.07875462188e-19,260.446354558,101528.430898,69.85,1275,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,5.58635110456e-09,1
3888,1.06208963787e-09,458.798043851,1.07875462188e-19,260.446354558,101679.721145,73.2,1338,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,5.58635110456e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
3977,1.17575967205e-09,462.292675029,1.07875462188e-19,260.446354558,79876.9631011,69.6,1312,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,6.0458348739e-09,1
3818,1.12875293636e-09,465.283031832,1.07875462188e-19,260.446354558,79834.7230639,72.3,1340,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,6.0458348739e-09,1
3836,1.13407445361e-09,446.593430565,1.07875462188e-19,260.446354558,79697.1230947,68.1,1256,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,6.0458348739e-09,1
3992,1.18019426976e-09,446.895467088,1.07875462188e-19,260.446354558,79858.3717097,70.35,1321,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,6.0458348739e-09,1
3813,1.12727473712e-09,445.22043967,1.07875462188e-19,260.446354558,79731.4566348,68.2,1284,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,6.0458348739e-09,1

frame_no,simulated_duration,average_velocity,total_kinetic_energy,temperature,pressure,average_collisions,collisions on container,gases,dimensions,simulation_method,animation,container_radius,velocity_seed
3842,1.2107328493e-09,448.246585667,1.07875462188e-19,260.446354558,65706.9103686,62.2,1180,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,6.44442654038e-09,1
3871,1.21987164488e-09,470.072552539,1.07875462188e-19,260.446354558,65898.6192668,68.95,1293,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,6.44442654038e-09,1
4015,1.26525049191e-09,458.562580673,1.07875462188e-19,260.446354558,65684.9110379,67.95,1261,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,6.44442654038e-09,1
3964,1.24917881692e-09,444.698997832,1.07875462188e-19,260.446354558,65707.2721442,66.35,1251,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,6.44442654038e-09,1
3804,1.19875787577e-09,454.955723039,1.07875462188e-19,260.446354558,66029.2398961,76.65,1459,"[{'count': 20, 'radius': 1.55e-10, 'v_p': 409.0, 'mass': 4.5e-26}]",3,1,False,6.44442654038e-09,1
